pred_xmin,pred_ymin,pred_xMax,pred_yMax,pred_length,pred_width,pred_height,pred_theta,pred_sin_theta,pred_cos_theta,filename,class,gt_xmin,gt_ymin,gt_xMax,gt_yMax,gt_length,gt_width,gt_height,gt_theta,gt_sin_theta,gt_cos_theta
316,629,445,721,0.649,0.482,1.692,1.351,0.754,-1.602,2017_0710_135547_057_000345,car,317,639,432,722,4.30129,1.63759,1.71513,-1.33242,-0.9717226456917621,0.23612517834784624
911,650,1185,812,4.098,1.462,1.506,-1.236,-0.97,-1.228,2017_0710_135547_057_000345,car,936,657,1172,799,4.1696,1.47909,1.37076,1.30811,0.9656958896872639,0.2596756604711419
841,664,954,736,3.923,1.446,1.559,-1.569,-0.006,-1.918,2017_0710_135547_057_000345,car,834,660,985,750,4.09076,1.54843,1.40809,1.32578,0.9701333646759679,0.24257216398936934
512,714,580,756,1.501,0.718,1.567,-1.535,-0.133,-1.866,2017_0713_141736_077_000828,car,512,725,571,758,4.38187,1.29861,1.41215,-1.16994,-0.9207271869777401,0.39020692864178824
62,592,293,788,0.566,0.496,1.74,1.378,0.596,-1.468,2017_0713_141736_077_000828,truck,70,619,286,790,4.60283,1.46949,1.99256,1.12623,0.9027972585607951,0.43006640177432254
432,686,538,755,0.562,0.51,1.694,1.505,0.215,-1.623,2017_0713_141736_077_000828,bus,414,689,506,755,9.9819,2.16858,2.56044,-1.39871,-0.9852296524915958,0.17123823127820886
899,713,937,782,0.669,0.491,1.58,1.41,0.249,-0.746,2017_0713_141736_077_000828,cyclist,897,721,929,779,1.62883,0.790187,1.69557,1.44983,0.992692491222192,0.12067152883376513
1008,721,1077,786,0.892,0.512,1.561,-1.356,-0.246,-0.535,2017_0713_141736_077_000828,cyclist,1020,716,1087,786,1.67609,0.662581,1.64937,-0.0266667,-0.026663539606692887,0.9996444646251198
828,725,853,760,4.24,1.472,1.542,-1.237,-0.696,-0.882,2017_0713_141736_077_000828,cyclist,834,729,851,764,1.5386,0.449537,1.74582,1.48446,0.9962753338267885,0.08622910882249264
1570,644,1640,781,5.316,1.894,2.492,1.55,0.064,-1.535,2017_0713_141736_077_000828,pedestrian,1583,677,1632,775,0.448241,0.484033,1.71712,-1.50988,-0.9981451742451215,0.06087865907833409
1650,656,1722,799,2.314,0.872,1.525,-1.55,-0.079,-1.913,2017_0713_141736_077_000828,pedestrian,1666,664,1723,792,0.484528,0.492417,1.78682,-1.41015,-0.9871241055556174,0.15995624473906084
849,717,885,763,0.501,0.493,1.707,1.209,0.692,-0.782,2017_0713_141736_077_000671,car,842,722,883,759,3.14142,1.31199,1.41717,-1.47229,-0.9951521737653836,0.09834709477169076
960,560,1388,854,11.921,2.561,2.799,1.307,0.822,-1.411,2017_0713_141736_077_000671,bus,968,531,1400,839,11.9744,2.5104,3.02297,1.36873,0.979653970074289,0.2006940430548055
714,710,743,772,1.436,0.681,1.543,1.502,0.202,-1.454,2017_0713_141736_077_000671,cyclist,707,715,737,774,1.51971,0.623512,1.51324,-1.42026,-0.9886907880570274,0.1499684153786195
781,710,814,776,1.553,0.79,1.593,1.546,0.075,-1.515,2017_0713_141736_077_000671,cyclist,784,718,814,785,1.26531,0.859125,1.62803,-1.45601,-0.9934192799293788,0.11453442392833048
165,662,229,700,3.186,1.238,1.384,1.311,0.467,-0.817,2017_0710_135547_057_000255,car,159,665,227,703,4.04875,1.40293,1.32432,-1.27534,-0.956669370322227,0.29117643429246404
223,652,301,702,1.309,0.624,1.617,1.542,0.124,-2.135,2017_0710_135547_057_000255,car,218,660,284,700,3.82188,1.361,1.40266,-1.38056,-0.9819595752777063,0.18909096361388247
586,666,626,699,1.277,0.626,1.611,1.533,0.188,-2.503,2017_0710_135547_057_000255,car,580,668,622,701,3.59088,1.4865,1.52459,1.53723,0.9994367037444729,0.03356002396278443
860,664,889,726,3.915,1.425,1.413,-1.165,-1.447,-1.373,2017_0710_135547_057_000255,cyclist,856,672,884,727,1.49494,0.679395,1.54256,1.49997,0.997492864039132,0.07076712648546478
774,666,801,725,6.691,2.124,2.63,1.511,0.255,-2.11,2017_0710_135547_057_000255,cyclist,779,670,806,727,1.37932,0.699065,1.56236,1.56574,0.9999872168069067,0.005056305249544427
403,650,563,775,3.508,1.456,1.472,1.424,0.337,-1.115,2017_0710_135547_057_000457,car,427,649,571,750,4.10079,1.35009,1.39152,-1.26911,-0.9548367873749313,0.29713079523253777
827,629,1061,795,5.82,1.813,1.845,1.525,0.174,-1.883,2017_0710_135547_057_000457,car,843,635,1055,793,4.19024,1.54982,1.49341,1.38167,0.9821688612680823,0.18800087221967446
791,647,922,748,4.233,1.556,1.418,1.552,0.064,-1.69,2017_0710_135547_057_000457,car,809,653,915,746,4.12624,1.54087,1.46612,1.4789,0.9957805032629932,0.09176703831605414
988,558,1636,1098,3.546,1.341,1.399,1.516,0.176,-1.598,2017_0710_135547_057_000457,car,1040,586,1662,1035,4.02553,1.50338,1.52357,1.32388,0.969670726751492,0.2444149784306055
486,618,809,891,4.185,1.556,1.451,1.432,0.415,-1.456,2017_0710_135547_057_000457,car,492,653,805,896,4.20845,1.54435,1.36641,-1.53248,-0.9992660193559825,0.03830695185536478
0,590,174,890,4.302,1.711,1.477,1.176,1.256,-1.247,2017_0710_135547_057_000457,car,5,595,179,816,2.71146,1.41621,1.75018,-1.10603,-0.8939263255962784,0.44821392705485685
588,649,646,704,0.558,0.483,1.584,1.39,0.453,-1.199,2017_0710_135547_057_000494,car,568,648,633,708,4.26825,1.7977,1.72618,-1.53674,-0.9994201393510154,0.0340497438991414
126,641,210,688,3.807,1.404,1.463,-0.869,-2.198,-0.371,2017_0710_135547_057_000494,car,102,637,213,699,4.1189,1.55999,1.62581,-1.17167,-0.921400866805705,0.388613487477848
687,540,996,817,7.68,2.252,2.605,1.532,0.232,-2.984,2017_0710_135547_057_000494,van,697,594,957,806,5.08112,1.77761,1.9706,1.44284,0.991824752676043,0.1276074448420083
1507,599,1570,721,3.69,1.345,1.351,-1.003,-1.374,-0.639,2017_0710_135547_057_000494,pedestrian,1501,619,1551,717,0.42737,0.44876,1.64898,-1.37493,-0.9808794362804196,0.19461637002628085
838,598,1153,808,4.066,1.631,1.498,1.566,0.022,-2.433,2017_0710_135547_057_000487,car,869,602,1184,802,4.37057,1.60203,1.56562,1.36028,0.9779231509287081,0.20896485560415956
769,641,860,709,4.173,1.648,1.489,1.53,0.153,-1.882,2017_0710_135547_057_000487,car,771,657,844,717,3.83414,1.55371,1.42839,1.51133,0.9982323989699218,0.05943128508416124
33,627,143,719,4.431,1.617,1.499,1.323,0.794,-1.468,2017_0710_135547_057_000487,car,14,631,141,699,4.0173,1.52264,1.51624,-1.06134,-0.8730097875379983,0.4877026869547255
87,615,290,760,4.033,1.561,1.515,-1.494,-0.203,-1.31,2017_0710_135547_057_000487,car,89,629,278,750,4.04989,1.43895,1.60042,-1.12478,-0.9021727134312889,0.4313750052332952
626,655,666,692,2.866,1.136,1.355,1.261,0.369,-0.518,2017_0710_135547_057_000487,car,622,659,661,692,4.08056,1.38803,1.68435,1.47589,0.9954997739626935,0.09476391739594799
793,649,915,746,3.814,1.307,1.637,1.42,0.271,-0.87,2017_0710_135547_057_000487,car,820,652,943,749,4.02647,1.5072,1.42374,1.41978,0.9886186893232333,0.15044296966230222
267,561,494,788,4.158,1.549,1.512,1.56,0.03,-1.425,2017_0710_135547_057_000487,truck,266,550,508,777,7.24625,2.04333,2.38205,-1.46404,-0.9943069533570622,0.10655366021773713
694,650,741,693,4.02,1.497,1.523,1.571,0.001,-1.182,2017_0710_135547_057_000487,tricyclist,695,650,734,690,4.07645,1.05841,1.8889,1.41914,0.9885222033601216,0.15107565476955653
439,653,580,767,3.696,1.401,1.484,-1.52,-0.137,-1.35,2017_0710_135547_057_000476,car,429,638,583,761,4.35074,1.58377,1.59809,-1.41662,-0.9881383543590073,0.153566248390305
654,663,694,702,3.668,1.388,1.55,1.514,0.195,-1.707,2017_0710_135547_057_000476,car,643,659,690,702,3.98538,1.48116,1.38964,1.55957,0.9999369854551637,0.01122609098661503
371,670,456,729,2.03,0.846,1.613,-1.526,-0.204,-2.279,2017_0710_135547_057_000476,car,372,652,470,724,3.99192,1.52703,1.52633,-1.33146,-0.9714955177856055,0.23705792313795004
783,659,827,745,4.193,1.593,1.677,-1.156,-1.278,-1.171,2017_0710_135547_057_000476,cyclist,791,661,841,751,1.60024,0.687597,1.59131,1.3727,0.9804430032282991,0.1968032454525925
587,655,627,696,4.02,1.583,1.501,-1.406,-0.57,-1.667,2017_0710_135547_057_000476,tricyclist,587,658,628,695,3.99938,1.62924,1.54079,-1.52236,-0.998827190442076,0.048417389784959894
657,742,696,775,3.792,1.49,1.471,-1.464,-0.293,-1.347,2017_0713_141736_077_001037,car,659,744,693,770,2.24421,1.42441,1.12408,0.382415,0.373162110682596,0.9277661554243666
1006,722,1125,804,3.142,1.333,1.659,1.567,0.024,-2.796,2017_0713_141736_077_001037,car,1016,713,1127,800,4.00622,1.52192,1.58994,1.45646,0.9934707198347067,0.11408737367083953
257,727,345,775,6.656,1.753,2.486,-1.268,-0.715,-1.033,2017_0713_141736_077_001037,car,264,736,324,779,3.59608,1.38637,1.54751,-1.24142,-0.9462442564791765,0.3234529441513409
854,733,895,815,7.806,2.281,2.937,-1.011,-1.228,-0.597,2017_0713_141736_077_001037,cyclist,843,729,893,820,1.58424,0.789321,1.7291,1.55897,0.9999300698123239,0.011826051121194014
910,705,1030,787,3.92,1.396,1.507,-1.079,-1.257,-0.837,2017_0713_141736_077_000799,car,914,717,1016,791,4.10268,1.66285,1.65971,1.42482,0.9893643624586116,0.14545844182055903
60,697,154,753,4.002,1.48,1.466,-1.105,-1.395,-1.035,2017_0713_141736_077_000799,car,59,705,147,748,3.90168,1.48533,1.4048,-1.31105,-0.9664551614877388,0.2568353963800722
324,718,377,752,4.026,1.438,1.556,-1.566,-0.021,-2.003,2017_0713_141736_077_000799,car,319,718,375,751,3.62456,1.39557,1.26185,1.5067,0.9979465336181588,0.0640524475683889
5,691,62,746,1.336,0.663,1.672,1.506,0.195,-1.497,2017_0713_141736_077_000799,car,7,694,63,745,2.85586,1.31225,1.47683,-1.25119,-0.9493591809497948,0.3141928477007948
686,722,711,766,3.508,1.254,1.43,-1.087,-0.824,-0.569,2017_0713_141736_077_000799,cyclist,690,727,707,772,1.16634,0.429251,1.64842,1.51152,0.9982436728959251,0.059241619856763496
705,725,730,769,4.022,1.635,1.467,-1.556,-0.049,-1.624,2017_0713_141736_077_000799,cyclist,707,726,722,764,1.21623,0.48844,1.77031,1.38101,0.9820445667850555,0.1886490626744612
637,467,1037,717,3.406,1.456,1.625,1.448,0.157,-0.629,2017_0715_174605_079_002202,car,535,448,975,708,4.12229,1.50116,1.56174,-0.980562,-0.8308102859929718,0.556555719302458
151,512,370,636,4.166,1.654,1.499,1.245,0.421,-0.553,2017_0715_174605_079_002202,car,146,518,346,626,3.89906,1.47629,1.45264,-1.04013,-0.8624700285892776,0.5061081404059914
80,519,149,641,0.868,0.431,1.524,0.83,0.86,-0.077,2017_0715_174605_079_002202,pedestrian,83,525,148,632,0.6875,0.470197,1.60645,0.0327414,0.03273555052070261,0.9994640482439109
899,637,1063,768,2.28,0.852,1.5,1.543,0.132,-2.357,2017_0710_135547_057_000586,car,898,651,1089,772,4.15502,1.55692,1.48465,1.38968,0.9836432242939219,0.18012775272194237
7,607,108,859,3.991,1.519,1.4,1.48,0.311,-1.697,2017_0710_135547_057_000586,car,18,633,89,819,1.46842,0.691334,1.36948,-1.16089,-0.9171581578061709,0.39852341658877577
493,620,856,910,4.305,1.59,1.405,1.528,0.205,-2.416,2017_0710_135547_057_000586,car,494,634,859,908,4.33545,1.59739,1.27575,-1.51814,-0.998613975919752,0.052631996900602544
1000,607,1476,929,4.432,1.604,1.392,1.273,1.176,-1.732,2017_0710_135547_057_000586,car,1012,624,1482,910,4.21572,1.51587,1.45254,1.20745,0.9347127611359908,0.3554040716839528
90,583,418,828,3.744,1.53,1.525,-1.292,-0.808,-1.294,2017_0710_135547_057_000586,car,80,596,459,860,4.39964,1.59857,1.50344,-1.2771,-0.9571803588928721,0.28949224609600965
807,624,907,828,3.766,1.591,1.507,-1.42,-0.348,-1.119,2017_0710_135547_057_000586,cyclist,796,621,888,834,1.33637,0.44288,1.67056,1.38735,0.983220856960687,0.18241915041325144
356,609,505,895,1.525,0.568,1.502,1.541,0.108,-1.82,2017_0710_135547_057_000586,cyclist,349,621,516,874,1.70821,0.350972,1.63796,-1.45788,-0.9936317222338636,0.11267653069990222
888,720,929,752,3.183,1.476,1.552,1.24,0.51,-0.656,2017_0713_141736_077_000834,car,901,720,938,752,3.51288,1.28133,1.77715,1.47139,0.995063258355435,0.09924269177659804
644,717,689,750,2.669,1.107,1.333,1.423,0.386,-1.269,2017_0713_141736_077_000834,car,637,716,693,749,4.32719,1.18983,1.89163,1.15402,0.9143986800447366,0.4048148390714495
17,621,143,754,3.877,1.247,1.627,1.148,1.0,-0.885,2017_0713_141736_077_000834,bus,7,633,176,764,10.5655,2.49992,3.359,-1.24383,-0.9470210293806886,0.3211715583776699
265,675,397,741,3.91,1.338,1.572,1.478,0.318,-1.693,2017_0713_141736_077_000834,bus,294,677,402,746,8.55581,2.2386,2.61109,-1.25002,-0.9489909256130368,0.31530338263981844
925,715,970,791,0.416,0.474,1.642,1.314,0.596,-1.059,2017_0713_141736_077_000834,cyclist,934,723,972,807,1.80233,0.71241,1.69193,1.53219,0.9992548683209643,0.03859673738610897
1706,639,1776,774,8.966,2.408,2.859,-0.938,-1.144,-0.361,2017_0713_141736_077_000834,pedestrian,1708,639,1766,771,0.421023,0.472654,1.73504,1.41801,0.9883508567846296,0.1521925881673894
15,618,152,714,4.225,1.799,1.546,-1.552,-0.089,-2.302,2017_0710_135547_057_000307,car,0,603,149,697,4.23071,1.78604,1.85174,-1.11037,-0.8958631491269139,0.4443300777984863
918,638,1122,772,4.215,1.708,1.619,1.532,0.153,-1.956,2017_0710_135547_057_000307,car,927,647,1127,767,4.2111,1.56238,1.44351,1.29334,0.9617552868670166,0.2739101461854645
571,647,634,703,3.969,1.514,1.441,1.429,0.446,-1.527,2017_0710_135547_057_000307,car,571,646,631,696,4.08366,1.65296,1.50203,-1.50218,-0.9976468233348993,0.06856249623361348
812,642,905,713,4.155,1.598,1.635,-1.176,-1.312,-1.299,2017_0710_135547_057_000307,car,819,652,917,712,4.25669,1.65609,1.40723,1.44402,0.9919746389177,0.12643700306515757
387,647,434,680,4.183,1.334,1.518,-1.382,-0.662,-1.67,2017_0710_135547_057_000307,car,386,641,435,670,3.58523,1.48824,1.49493,-0.871262,-0.765142099260247,0.6438614508880169
225,638,274,676,4.098,1.651,1.533,-1.57,-0.003,-1.879,2017_0710_135547_057_000307,car,211,637,286,679,4.27931,1.55579,1.55944,-1.23804,-0.9451455824783086,0.3266493960223083
301,642,341,674,1.444,1.181,0.932,1.006,0.571,-0.269,2017_0710_135547_057_000307,car,300,643,348,673,1.97675,0.577645,1.71427,1.34066,0.9736353065125866,0.22811025823522635
726,736,807,805,4.176,1.698,1.596,-1.553,-0.089,-2.434,2017_0713_141736_077_000978,car,709,735,797,803,4.11434,1.66938,1.63924,-1.41398,-0.9877294964716494,0.15617439546821343
954,741,1012,788,4.17,1.596,1.717,-1.293,-0.606,-0.977,2017_0713_141736_077_000978,car,954,744,1015,789,4.1534,1.77619,1.55364,1.49866,0.9973993032313216,0.07207378104188934
861,741,924,795,7.99,2.113,2.474,1.569,0.012,-2.774,2017_0713_141736_077_000978,car,857,737,923,795,4.13567,1.72229,1.58048,-1.52234,-0.998826221894515,0.04843736631908383
669,742,723,792,4.439,1.667,1.889,1.494,0.381,-2.47,2017_0713_141736_077_000978,car,673,741,741,790,4.03801,1.40567,1.46678,-1.38931,-0.9835765096965575,0.18049168837688248
469,684,661,861,4.361,1.722,1.667,1.468,0.392,-1.874,2017_0713_141736_077_000978,van,483,696,641,849,3.99627,1.47181,1.94506,-1.39605,-0.9847706737901347,0.1738583332570631
1091,703,1201,890,4.024,1.626,1.812,-1.475,-0.195,-1.007,2017_0713_141736_077_000978,cyclist,1111,695,1206,895,1.72056,0.464468,1.55006,1.27091,0.9553700756823609,0.29541160859160576
13,697,144,794,3.791,1.537,1.738,-1.237,-0.981,-1.245,2017_0713_141736_077_000978,tricyclist,5,698,133,787,4.23165,1.62315,1.99833,-1.45083,-0.9928126663847097,0.11967877617223217
127,711,267,797,4.113,1.616,1.733,-1.562,-0.017,-0.971,2017_0713_141736_077_000978,tricyclist,140,699,270,794,4.47325,1.61527,2.27343,-1.28438,-0.9592624794270377,0.28251636335527913
1286,681,1345,801,7.286,1.934,2.144,-1.568,-0.015,-2.354,2017_0713_141736_077_000978,pedestrian,1302,691,1356,808,0.294009,0.506575,1.72449,-0.335512,-0.3292526648388772,0.9442418560392766
604,648,669,706,4.128,1.689,1.612,1.567,0.018,-2.681,2017_0710_135547_057_000491,car,589,646,657,713,4.18749,1.79397,1.74205,-1.50065,-0.9975407550610922,0.07008881502883309
657,659,705,699,6.929,2.005,2.239,1.56,0.03,-1.443,2017_0710_135547_057_000491,car,654,659,703,699,3.9659,1.51273,1.56073,-1.47271,-0.9951933917715527,0.09792912219678394
508,644,572,698,5.056,1.706,1.91,1.417,0.585,-1.839,2017_0710_135547_057_000491,car,496,643,575,707,4.30258,1.81049,1.86114,-1.48253,-0.9961070562376592,0.08815175842571131
436,642,492,690,4.128,1.685,1.554,1.568,0.009,-1.821,2017_0710_135547_057_000491,car,435,654,497,698,4.0012,1.56101,1.46932,-1.41588,-0.9880244447933009,0.1542974286593575
841,581,1179,845,3.23,1.295,1.391,1.535,0.099,-1.394,2017_0710_135547_057_000491,truck,878,597,1175,821,5.81995,1.81942,2.13638,1.3349,0.9723052472938473,0.23371458252503322
24,376,377,967,7.977,2.145,2.28,1.532,0.154,-1.997,2017_0710_135547_057_000491,truck,0,314,410,967,6.04484,2.16873,2.69453,-1.33266,-0.9717792877484095,0.23589195811471397
608,640,688,707,0.711,0.486,1.682,-1.41,-0.293,-0.883,2017_0710_135547_057_000354,car,611,655,683,711,4.2284,1.88683,1.46476,-1.56672,-0.999991691791435,0.004076315505899412
721,659,764,695,4.473,1.775,1.585,1.545,0.119,-2.294,2017_0710_135547_057_000354,car,718,658,759,694,3.71951,1.53344,1.45335,1.47533,0.995446550077365,0.09532138238124752
785,652,890,728,0.669,0.501,1.728,1.488,0.266,-1.603,2017_0710_135547_057_000354,car,794,654,890,718,4.07155,1.81725,1.51854,1.53005,0.9991699832730773,0.04073505279336713
1771,531,1870,754,4.256,1.827,1.605,1.561,0.042,-2.25,2017_0710_135547_057_000354,pedestrian,1756,561,1848,727,0.52757,0.558814,1.62064,1.51414,0.9983954595924016,0.05662602109699387
1350,608,1413,742,4.124,1.723,1.535,1.508,0.279,-2.195,2017_0710_135547_057_000354,pedestrian,1364,598,1425,734,0.440835,0.483001,1.62095,1.28106,0.9583192401412612,0.28569955193362784
1280,594,1366,762,0.511,0.453,1.572,0.701,0.465,0.08,2017_0710_135547_057_000354,pedestrian,1271,602,1351,767,0.739867,0.518415,1.78827,-1.3036,-0.9645149352698739,0.2640282932591716
236,701,538,900,1.677,0.469,1.473,1.319,0.973,-1.768,2017_0713_141736_077_001115,car,228,722,528,909,4.19604,1.5098,1.41481,-1.28084,-0.9582563630490173,0.2859103752508292
490,749,596,822,3.647,1.329,1.347,1.301,0.599,-1.0,2017_0713_141736_077_001115,car,458,738,588,814,4.19298,1.48968,1.47417,-1.27062,-0.9552843661437588,0.2956886534876121
608,752,699,822,1.708,0.617,1.546,1.106,1.242,-0.926,2017_0713_141736_077_001115,car,607,745,697,810,4.21806,1.76614,1.59216,-1.47,-0.9949243497775809,0.10062573338693173
125,738,221,796,3.687,1.399,1.624,-1.035,-1.541,-0.838,2017_0713_141736_077_001115,car,133,741,221,786,4.05343,1.49204,1.50782,-1.16332,-0.9181238608931488,0.39629354783879334
1098,712,1319,896,3.904,1.478,1.552,-1.131,-1.213,-1.006,2017_0713_141736_077_001115,car,1090,734,1310,880,3.9774,1.57249,1.38608,1.46169,0.9940538069572123,0.10888998518630279
888,736,984,815,4.143,1.56,1.524,-1.452,-0.419,-1.732,2017_0713_141736_077_001115,car,889,731,983,806,3.93951,1.58932,1.59118,1.49814,0.9973616900184861,0.07259241891182101
1397,691,1531,904,4.454,1.58,1.496,-1.386,-0.566,-1.458,2017_0713_141736_077_001115,cyclist,1395,674,1523,906,1.56397,0.469522,1.41987,1.3825,0.9823245636660638,0.1871856074015237
805,746,837,812,4.088,1.585,1.486,-1.495,-0.261,-1.713,2017_0713_141736_077_001115,cyclist,802,740,832,809,1.4066,0.547298,1.75255,-1.51697,-0.9985517129961697,0.0538003389618971
1332,708,1379,793,4.349,1.657,1.797,-1.569,-0.004,-1.613,2017_0713_141736_077_001115,pedestrian,1331,704,1384,796,0.570768,0.546391,1.7787,1.4694,0.9948637952547937,0.10122266984834946
638,742,706,796,3.741,1.5,1.53,-0.815,-1.693,-0.102,2017_0713_141736_077_001132,car,637,745,705,797,4.20478,1.73818,1.48707,-1.50283,-0.9976911782014289,0.06791401136028205
121,716,207,770,3.563,1.328,1.524,-1.211,-0.849,-0.967,2017_0713_141736_077_001132,car,104,724,202,784,3.70966,1.29181,1.51797,-1.12517,-0.9023408810688311,0.43102312507790747
4,699,87,780,2.903,1.069,1.543,1.526,0.107,-1.187,2017_0713_141736_077_001132,car,4,715,114,788,3.93161,1.59902,1.55795,-1.1254,-0.9024399925198088,0.43081557527652986
863,738,951,811,0.435,0.49,1.622,1.456,0.214,-0.922,2017_0713_141736_077_001132,car,867,736,954,803,4.0847,1.73595,1.64871,1.50081,0.9975519565029274,0.06992920761156753
957,728,1041,894,3.585,1.354,1.446,-0.933,-1.555,-0.473,2017_0713_141736_077_001132,cyclist,976,737,1045,885,1.68129,0.513071,1.61836,1.32296,0.9694454546384337,0.24530697193696016
806,746,832,793,0.909,0.42,1.587,0.596,1.117,0.444,2017_0713_141736_077_001132,cyclist,807,740,831,793,1.51769,0.720353,1.73486,1.55449,0.9998670547990712,0.016305604172527882
318,704,593,881,4.509,1.629,1.361,1.365,0.683,-1.568,2017_0713_141736_077_000774,car,326,710,590,865,4.35868,1.52698,1.44009,-1.27423,-0.9563455751904276,0.29223815769623596
952,712,1039,779,3.683,1.415,1.513,-0.933,-1.594,-0.484,2017_0713_141736_077_000774,car,947,717,1048,778,4.21263,1.62315,1.60382,1.27738,0.95726137919925,0.2892242242509256
726,723,762,756,3.773,1.311,1.429,-0.8,-1.501,-0.043,2017_0713_141736_077_000774,car,725,717,774,754,4.07106,1.41276,1.37697,-1.48233,-0.9960894059639505,0.08835097807259551
550,719,590,753,3.834,1.372,1.431,1.517,0.174,-1.622,2017_0713_141736_077_000774,car,547,722,591,758,3.42492,1.82187,1.34473,-1.35275,-0.9763219360054344,0.21632262312250286
891,718,958,770,3.254,1.19,1.487,1.41,0.413,-1.237,2017_0713_141736_077_000774,car,895,721,961,764,4.12802,1.56188,1.37875,1.44785,0.9924516158760321,0.1226368221418536
249,710,327,751,5.583,1.64,1.718,-1.513,-0.199,-1.709,2017_0713_141736_077_000774,car,253,715,320,754,4.1238,1.47138,1.46413,-1.28476,-0.9593697663837788,0.28215182322418864
660,719,698,753,4.281,1.622,1.547,1.549,0.071,-1.618,2017_0713_141736_077_000774,car,657,724,703,756,4.00095,1.68348,1.50646,-1.56584,-0.9999877174374947,0.0049563065027488865
258,553,385,621,2.129,0.784,1.393,-1.527,-0.099,-1.119,2017_0715_174605_079_001981,car,236,553,383,613,4.08376,1.6055,1.49787,-0.884956,-0.7738871216428754,0.6333235531348138
1341,497,1493,622,4.111,1.58,1.564,-0.902,-1.997,-0.473,2017_0715_174605_079_001981,car,1351,489,1522,640,4.03127,1.57197,1.69126,1.37827,0.9815239826035165,0.19133915327013407
69,553,194,651,3.849,1.471,1.539,-0.781,-1.37,0.013,2017_0715_174605_079_001981,car,79,558,229,639,4.12922,1.51969,1.43728,-1.18525,-0.9265931163517824,0.3760654154924275
1875,519,1912,602,3.635,1.311,1.483,-0.468,-0.461,0.339,2017_0715_174605_079_001981,pedestrian,1879,493,1920,616,0.296589,0.372018,1.44801,1.05554,0.8701664438296132,0.492757912197181
901,658,1068,774,1.627,0.615,1.591,-1.562,-0.039,-2.185,2017_0710_135547_057_000329,car,872,654,1041,768,4.22544,1.6173,1.59274,1.37926,0.9817129273385228,0.19036735092034096
738,655,796,704,4.451,1.687,1.627,1.491,0.3,-1.876,2017_0710_135547_057_000329,car,738,667,779,702,4.36085,1.44302,1.6688,1.40843,0.9868475207967041,0.16165386075624275
456,631,536,797,5.538,1.945,2.01,1.453,0.418,-1.743,2017_0710_135547_057_000329,cyclist,450,636,515,811,1.62387,0.714375,1.69882,-1.49532,-0.9971530139615543,0.07540468650812289
393,646,437,680,3.723,1.346,1.678,1.505,0.228,-1.725,2017_0710_135547_057_000544,car,395,648,428,676,1.7482,2.76752,0.504736,0.269626,0.2663709677273303,0.9638705865166783
227,636,308,685,1.337,0.635,1.643,-1.569,-0.007,-2.095,2017_0710_135547_057_000544,car,219,640,281,682,3.98516,1.36955,1.48044,-1.27685,-0.9571079559202159,0.2897315321366074
489,650,522,675,0.468,0.494,1.618,1.094,0.272,-0.193,2017_0710_135547_057_000544,car,490,653,516,673,1.52614,2.04831,1.37827,0.265064,0.2619710335331485,0.9650757367116707
722,642,761,724,4.022,1.41,1.477,-1.45,-0.405,-1.643,2017_0710_135547_057_000544,cyclist,726,648,757,719,1.43664,0.654458,1.62184,1.53308,0.9992888236578386,0.037707385384473706
1281,623,1332,715,1.662,0.699,1.587,1.553,0.099,-2.812,2017_0710_135547_057_000544,pedestrian,1287,620,1346,713,0.673828,0.504259,1.64447,0.527221,0.503133651366563,0.8642086142029307
1431,610,1491,728,0.626,0.455,1.682,1.497,0.249,-1.688,2017_0710_135547_057_000544,pedestrian,1428,605,1485,721,0.406015,0.523086,1.73747,1.4679,0.9947108420853991,0.10271485110613866
1112,631,1156,704,3.98,1.502,1.445,-1.024,-1.627,-0.841,2017_0710_135547_057_000544,pedestrian,1117,624,1160,694,0.390147,0.522044,1.69387,1.24838,0.9484725520945944,0.3168593030402722
1030,629,1071,699,3.934,1.549,1.588,-1.15,-1.13,-1.011,2017_0710_135547_057_000544,pedestrian,1034,626,1074,690,0.361988,0.547841,1.65789,1.35834,0.9775159191079165,0.2108616320969873
1096,477,1460,715,4.283,1.608,1.521,-1.323,-0.669,-1.235,2017_0715_174605_079_002087,car,1100,472,1447,691,4.4305,1.62675,1.6427,1.23583,0.9444213798089035,0.32873736836545797
968,501,1168,635,4.33,1.557,1.428,-1.272,-0.765,-1.122,2017_0715_174605_079_002087,car,988,490,1157,626,4.07401,1.59723,1.78527,1.40071,0.9855701582671865,0.16926743081051654
24,575,194,676,1.317,0.525,1.537,1.496,0.182,-1.212,2017_0715_174605_079_002087,car,15,570,217,674,4.24075,1.70017,1.65532,-0.988979,-0.8354653305963574,0.5495431569690584
846,644,1020,771,4.196,1.537,1.575,-1.373,-0.472,-1.132,2017_0710_135547_057_000572,car,857,656,1000,755,4.17952,1.54652,1.42688,1.40945,0.9870118943480483,0.16064719236724073
499,608,781,877,1.534,0.626,1.609,1.569,0.008,-2.209,2017_0710_135547_057_000572,car,510,640,765,856,4.15452,1.54681,1.35505,-1.5228,-0.9988483974064236,0.04797790114854281
899,602,1315,873,4.257,1.638,1.46,1.563,0.039,-2.487,2017_0710_135547_057_000572,car,932,639,1274,852,4.22996,1.53381,1.38192,1.24493,0.9473737450759925,0.32012964114665865
